answer_llm,answer_orig,document,question,course
Krishna Annad mentioned the usage of Yellowbrick for classification reports in the course.,"Use Yellowbrick. Yellowbrick in a library that combines scikit-learn with matplotlib to produce visualizations for your models. It produces colorful classification reports.
Krishna Annad",b8c9eaf1,Who mentioned the usage of Yellowbrick for classification reports in the course?,machine-learning-zoomcamp
"It seems there is no specific information related to ""questions"" in the provided CONTEXT. Could you please specify or clarify your question further? This would help in providing a more accurate response based on the available information.","That’s fine, use the closest option",c54058a1,questions,machine-learning-zoomcamp
"You can evaluate feature importance for numerical variables using AUC by utilizing the `roc_auc_score` function from the `sklearn.metrics` module. To do this, pass the vector of the target variable (e.g., ‘above_average’) as the first argument and the vector of feature values as the second argument to the function. This will return the AUC score for the feature passed as the second argument.",Check the solutions from the 2021 iteration of the course. You should use roc_auc_score.,b4b85c4b,Where can I find how to use AUC for feature importance?,machine-learning-zoomcamp
You should check the solutions from the 2021 iteration of the course for using AUC.,Check the solutions from the 2021 iteration of the course. You should use roc_auc_score.,b4b85c4b,Which year's course solutions should I check for using AUC?,machine-learning-zoomcamp
"To evaluate numerical variables using AUC, you can use the `roc_auc_score` function from the `sklearn.metrics` module. You should pass the vector of the target variable (e.g., 'above_average') as the first argument and the vector of feature values as the second argument to this function. This setup will return the AUC score for the feature that was passed as the second argument. It is important to ensure that the parameters are passed correctly, with `y_true` being the target variable and `y_score` being the feature values.",Check the solutions from the 2021 iteration of the course. You should use roc_auc_score.,b4b85c4b,How do I evaluate numerical variables using AUC?,machine-learning-zoomcamp
The recommended metric for evaluating feature importance in numerical variables is the AUC (Area Under the Curve) score. You can use the `roc_auc_score` function from the `sklearn.metrics` module to calculate this score. This function requires the vector of the target variable as the first argument and the vector of feature values as the second argument.,Check the solutions from the 2021 iteration of the course. You should use roc_auc_score.,b4b85c4b,What metric is recommended for feature importance in numerical variables?,machine-learning-zoomcamp
You should use the `roc_auc_score` function from the `sklearn.metrics` module for AUC evaluation in this course.,Check the solutions from the 2021 iteration of the course. You should use roc_auc_score.,b4b85c4b,What function should I use for AUC evaluation in this course?,machine-learning-zoomcamp
"To compute the AUC (Area Under the Curve) using numerical values, you would use the `roc_auc_score` function from `sklearn.metrics`. This function requires two parameters: `y_true` and `y_score`. 

For each numerical value in the dataset, treat it as a score and pass it as the `y_score` to the `roc_auc_score` function. The target variable for your classification task should be passed as `y_true`. The function will then calculate the AUC score for the given numerical value as the score.","When calculating the ROC AUC score using sklearn.metrics.roc_auc_score the function expects two parameters “y_true” and “y_score”. So for each numerical value in the dataframe it will be passed as the “y_score” to the function and the target variable will get passed a “y_true” each time.
Sylvia Schmitt",7d40f6f6,Can you explain how to compute AUC using numerical values?,machine-learning-zoomcamp
"When calculating the ROC AUC score using `sklearn.metrics.roc_auc_score`, the function expects two parameters: `y_true` and `y_score`. For each numerical value you are evaluating, pass it as the `y_score` to the function and use the target variable as `y_true`. This means for each numerical feature value, it will serve as the `y_score`, while the actual labels from your dataset will be the `y_true`.","When calculating the ROC AUC score using sklearn.metrics.roc_auc_score the function expects two parameters “y_true” and “y_score”. So for each numerical value in the dataframe it will be passed as the “y_score” to the function and the target variable will get passed a “y_true” each time.
Sylvia Schmitt",7d40f6f6,How should y_true and y_score be used when calculating ROC AUC?,machine-learning-zoomcamp
"The `sklearn.metrics.roc_auc_score` function expects two parameters: `y_true` and `y_score`. `y_true` is the vector of true binary labels, and `y_score` is the vector of predicted scores or probability estimates for the positive class.","When calculating the ROC AUC score using sklearn.metrics.roc_auc_score the function expects two parameters “y_true” and “y_score”. So for each numerical value in the dataframe it will be passed as the “y_score” to the function and the target variable will get passed a “y_true” each time.
Sylvia Schmitt",7d40f6f6,What parameters does sklearn.metrics.roc_auc_score expect?,machine-learning-zoomcamp
"When calculating the ROC AUC score using `sklearn.metrics.roc_auc_score`, the function requires two parameters: `y_true` and `y_score`. The `y_score` represents the predicted probabilities or confidence scores for the positive class. In the context of evaluating models or features, each numerical value in a dataframe can be used as `y_score` when calculating the AUC, while the true binary target values are passed as `y_true`.","When calculating the ROC AUC score using sklearn.metrics.roc_auc_score the function expects two parameters “y_true” and “y_score”. So for each numerical value in the dataframe it will be passed as the “y_score” to the function and the target variable will get passed a “y_true” each time.
Sylvia Schmitt",7d40f6f6,Can you clarify the use of y_score in the ROC AUC calculation?,machine-learning-zoomcamp
"In calculating the AUC score with `sklearn.metrics.roc_auc_score`, the role of `y_true` is to represent the actual target variable. It is passed as the first parameter to the function, indicating the true binary labels.","When calculating the ROC AUC score using sklearn.metrics.roc_auc_score the function expects two parameters “y_true” and “y_score”. So for each numerical value in the dataframe it will be passed as the “y_score” to the function and the target variable will get passed a “y_true” each time.
Sylvia Schmitt",7d40f6f6,What is the role of y_true in calculating the AUC score with sklearn?,machine-learning-zoomcamp
You must use the `dt_val` dataset to compute the metrics asked in Question 3.,"You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.
Diego Giraldo",f5dc446c,Which dataset is required to calculate metrics in Question 3?,machine-learning-zoomcamp
"You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.","You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.
Diego Giraldo",f5dc446c,"When finding metrics in Question 3, what dataset do I use?",machine-learning-zoomcamp
You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards.,"You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.
Diego Giraldo",f5dc446c,What is the dataset for computing Question 3 metrics?,machine-learning-zoomcamp
"You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.","You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.
Diego Giraldo",f5dc446c,"To compute metrics for Question 3, which dataset should be used?",machine-learning-zoomcamp
You must use the `dt_val` dataset to compute the metrics asked in Question 3.,"You must use the `dt_val` dataset to compute the metrics asked in Question 3 and onwards, as you did in Question 2.
Diego Giraldo",f5dc446c,"For calculating metrics in Question 3, which dataset is essential?",machine-learning-zoomcamp
"The `KFold` function is used to create N (equal to `n_splits`) separate pairs of datasets for training and validation. It has the parameters `n_splits`, `shuffle`, and `random_state`. When `shuffle` is set to `True` and `random_state` is assigned a specific value, the function ensures that the shuffling of the data is reproducible. It can be created once before a loop to be reused, as creating it multiple times inside the loop provides the same result. Changing the `random_state` value can alter the outcome of the splits if `shuffle` is enabled.","What does this line do?
KFold(n_splits=n_splits, shuffle=True, random_state=1)
If I do it inside the loop [0.01, 0.1, 1, 10] or outside the loop in Q6, HW04 it doesn't make any difference to my answers. I am wondering why and what is the right way, although it doesn't make a difference!
Did you try using a different random_state? From my understanding, KFold just makes N (which is equal to n_splits) separate pairs of datasets (train+val).
https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.KFold.html
In my case changing random state changed results
(Arthur Minakhmetov)
Changing the random state makes a difference in my case too, but not whether it is inside or outside the for loop. I think I have got the answer. kFold = KFold(n_splits=n_splits, shuffle = True, random_state = 1)  is just a generator object and it contains only the information n_splits, shuffle and random_state. The k-fold splitting actually happens in the next for loop for train_idx, val_idx in kFold.split(df_full_train): . So it doesn't matter where we generate the object, before or after the first loop. It will generate the same information. But from the programming point of view, it is better to do it before the loop. No point doing it again and again inside the loop
(Bhaskar Sarma)
In case of KFold(n_splits=n_splits, shuffle=True, random_state=1) and C= [0.01, 0.1, 1, 10], it is better to loop through the different values of Cs as the video explained. I had separate train() and predict() functions, which were reused after dividing the dataset via KFold. The model ran about 10 minutes and provided a good score.
(Ani Mkrtumyan)",d30fc29d,"What does the KFold function do in the context of n_splits, shuffle, and random_state?",machine-learning-zoomcamp
